Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
A204 AZD-0156	3	3	3.2487	3.3082000000000003	3.2228000000000003	3.3068	3.1231	3.0415	2.7571	2.5201000000000002	2.1116	1.5325000000000002	1.8847999999999998	1.0	1.0829	1.1027333333333333	1.0742666666666667	1.1022666666666667	1.0410333333333333	1.0138333333333334	0.9190333333333333	0.8400333333333334	0.7038666666666668	0.5108333333333334	0.6282666666666666	1.584962500721156	6.425443110666652	0.9382975602185679	1.0802165815077125	0.5385690417409909	-0.8303927479798011	0.9160137139050969	0.04311150112728722	0.9507001577162572	0.20559889083290425	0.34165061020533555	0.02457611425091462	0.07256174612385513	0.915200505050505	0.19418878001626586	57.86718700065312	7.67837911978174e-06	5.114730448409766	12.229060197480939	2.7438706711247627	down
A204 AZD-3759	3	3	3.1543	3.3082000000000003	3.2601	3.2304	3.1512	3.2374	3.1108000000000002	3.1064	3.083	2.8634	2.6483	1.0	1.0514333333333334	1.1027333333333333	1.0867	1.0768	1.0504	1.0791333333333333	1.0369333333333335	1.0354666666666665	1.0276666666666667	0.9544666666666667	0.8827666666666666	1.584962500721156	4.27351018975587	0.6216712657093462	1.0715485087768137	0.34002283188675536	-0.18360288630294683	1.0391588956805005	0.0258967545101806	0.8097524567653668	6.262212960819894	0.726605451018401	0.015412103941550579	4.272435532496463	1.035951515151515	0.05950116318026146	12.8373125089459	0.0015380785430847855	2.813021486408871	1.0457583764088474	0.2893942662893634	not
A204 AZD-4547	3	3	3.1138	3.1775	3.1082	3.0571	3.0495	2.5238	2.1412	1.8754	1.6683	1.3877	0.8206	1.0	1.0379333333333334	1.0591666666666668	1.0360666666666667	1.0190333333333335	1.0165	0.8412666666666667	0.7137333333333333	0.6251333333333333	0.5560999999999999	0.4625666666666666	0.27353333333333335	1.584962500721156	6.410312382552426	0.5329706810709386	1.073365801392137	0.2011531453778078	-1.5889474191874198	0.7935520646970756	0.043397670776580924	0.971906027568301	0.36010157752849525	0.15943209687067836	0.0366181866648926	0.16054511829061766	0.7959808080808081	0.2590234038966312	103.87261242509837	8.838458801669641e-07	6.0536234580960055	31.258309934917303	4.145686987455735	down
A204 Abemaciclib	3	3	3.1414999999999997	3.1212999999999997	3.1058000000000003	3.0832	2.9266	2.6289	2.3095	1.6907999999999999	1.2523	1.1492	0.9997	1.0	1.0471666666666666	1.0404333333333333	1.0352666666666668	1.0277333333333334	0.9755333333333334	0.8763	0.7698333333333333	0.5636	0.4174333333333333	0.38306666666666667	0.3332333333333333	1.584962500721156	6.734851850218133	0.9123126689243691	1.0402413029894604	0.32037391509893665	-1.561875213998488	0.7766689234552063	0.016968302536025263	0.996144683932777	0.05459477510220517	0.09120681736612736	0.010439810254241547	0.022466090375640218	0.7793515151515151	0.273455363146545	776.1433133368748	4.6210784957437407e-10	9.335256654294794	71.77268024245201	5.458783572609708	down
A204 Abrocitinib	3	3	3.2024	3.184	3.2218999999999998	3.186	3.2119999999999997	3.203	3.2163000000000004	3.2048	3.1042	3.0347	2.8455	1.0	1.0674666666666666	1.0613333333333335	1.0739666666666665	1.062	1.0706666666666667	1.0676666666666665	1.0721	1.0682666666666667	1.0347333333333333	1.0115666666666667	0.9485	1.584962500721156	5.208594290854175	1.1858702821410767	1.0652583768886785	0.8842592767488023	-0.07451650792247538	1.0511111145628393	0.01975251729270061	0.7230945167489194	1.4100919975786275	1.6103523503956212	0.009024419452358736	0.31214438967024793	1.048691414141414	0.03773223377182553	7.947158000138138	0.0070341765268280955	2.1527867370049494	0.23192901312005534	0.006064607121226277	not
A204 Acalabrutinib	3	3	3.2001	3.2211	3.1658	3.2704	3.3064999999999998	3.2607	3.2129000000000003	3.1523000000000003	3.16	3.0471000000000004	2.6164	1.0	1.0667	1.0736999999999999	1.0552666666666666	1.0901333333333334	1.1021666666666665	1.0869	1.0709666666666668	1.0507666666666668	1.0533333333333335	1.0157	0.8721333333333333	1.584962500721156	4.43293052330935	1.1226548591123182	1.0731046419828578	0.0001	-0.19786232240945106	1.0550266905847179	0.024870183628208416	0.8232932751081883	7.340538483145121	1.8476040449707805	0.011395039928830628	14.521184994144164	1.0498146464646463	0.0593742764018651	14.098575514205274	0.0011277105334692888	2.947802362985677	1.1950971445913703	0.353139547562805	not
A204 Afatinib	3	3	2.9779999999999998	3.0011	3.0765000000000002	2.9269	3.0336	2.8343	2.5781	1.7835999999999999	1.0197	0.5246	0.0175	1.0	0.9926666666666666	1.0003666666666666	1.0255	0.9756333333333332	1.0111999999999999	0.9447666666666666	0.8593666666666667	0.5945333333333332	0.33990000000000004	0.17486666666666664	0.005833333333333334	1.584962500721156	6.237598149095545	1.024221227879262	1.0073723069076435	0.0001	-4.273424517451039	0.7413180098504105	0.022544064925400176	0.995948820652707	0.05729146744907487	0.10946488772364449	0.011991539391242098	0.04169515559919723	0.7355954545454545	0.35428739646896196	737.9146932587405	5.592329610927442e-10	9.252407239267326	223.86985602387978	7.300615986570922	down
A204 Alectinib	3	3	3.2658	3.2138999999999998	3.2792000000000003	3.2941000000000003	3.2471	3.2689000000000004	3.3754999999999997	3.4001	3.3109	3.4154999999999998	3.4325	1.0	1.0886	1.0713	1.0930666666666669	1.0980333333333334	1.0823666666666667	1.0896333333333335	1.1251666666666666	1.1333666666666666	1.1036333333333335	1.1384999999999998	1.1441666666666668	1.584962500721156	3.0	0.08214387958125084	1.0012095737472353	1.3420439723631814	0.1887458487038523	1.1056935271298636	0.0121532653448984	0.8927793565999095	38.2093470593374	0.15013460082518829	0.01488404034755907	1.3438113552781057	1.102639898989899	0.03749477132884457	25.554641577272058	0.0001461255388405934	3.8352738743583163	1.2985350559891986	0.397051762566003	
A204 Alisertib	3	3	3.2164	3.2191	3.2076000000000002	3.0923	3.2161	3.1721	2.6452999999999998	2.3867	2.3042	2.1829	2.1325000000000003	1.0	1.0721333333333334	1.0730333333333333	1.0692000000000002	1.0307666666666666	1.0720333333333334	1.0573666666666666	0.8817666666666666	0.7955666666666666	0.7680666666666666	0.7276333333333334	0.7108333333333334	1.584962500721156	6.881976633791629	1.7227141268210866	1.0631164457822146	0.735932516407318	-0.4419875719310183	0.9340060021245653	0.02692493646823501	0.964677731455012	0.10127760898181033	0.6288052788276756	0.013986115163834384	0.021008771278706158	0.935870202020202	0.14328074033595467	81.95472022742773	2.1295794913646694e-06	5.671706144265175	6.227087380078779	1.8400636206785888	down
A204 Alpelisib	3	3	2.8272	2.9645	3.0148	3.0562	2.9487	2.7757	2.684	2.3024	1.9529	1.672	1.2433	1.0	0.9424	0.9881666666666667	1.0049333333333335	1.0187333333333333	0.9829	0.9252333333333334	0.8946666666666667	0.7674666666666666	0.6509666666666667	0.5573333333333333	0.4144333333333334	1.584962500721156	5.944262717250466	0.7130250702030413	0.9966688400320078	0.3138115964237971	-1.206422728476823	0.8448616830267015	0.022928732340060386	0.9859646105668979	0.22576712846503347	0.1532298783947694	0.014076776626579125	0.10231430594606102	0.8413116161616162	0.1935862638729824	210.85048621715046	6.267060023093274e-08	7.202936145802125	32.573963515519004	4.209681847772253	down
